,case_date,charges_f,charges_m,ucr,offense_type,charges_fm
841,2014-01-01,306.0,485,{'charge_slug': '54-retail-theft'},retail theft,791.0
842,2014-01-01,0.0,52,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,52.0
843,2014-01-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
844,2014-01-01,95.0,151,{'charge_slug': '58-theft-from-building'},theft from building,246.0
845,2014-02-01,206.0,385,{'charge_slug': '54-retail-theft'},retail theft,591.0
846,2014-02-01,0.0,31,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,31.0
847,2014-02-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
848,2014-02-01,73.0,141,{'charge_slug': '58-theft-from-building'},theft from building,214.0
849,2014-02-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
850,2014-03-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
851,2014-03-01,269.0,423,{'charge_slug': '54-retail-theft'},retail theft,692.0
852,2014-03-01,0.0,51,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,51.0
853,2014-03-01,106.0,152,{'charge_slug': '58-theft-from-building'},theft from building,258.0
854,2014-03-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
855,2014-04-01,103.0,184,{'charge_slug': '58-theft-from-building'},theft from building,287.0
856,2014-04-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
857,2014-04-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
858,2014-04-01,0.0,53,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,53.0
859,2014-04-01,290.0,481,{'charge_slug': '54-retail-theft'},retail theft,771.0
860,2014-05-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
861,2014-05-01,97.0,165,{'charge_slug': '58-theft-from-building'},theft from building,262.0
862,2014-05-01,0.0,38,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,38.0
863,2014-05-01,274.0,503,{'charge_slug': '54-retail-theft'},retail theft,777.0
864,2014-05-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
865,2014-06-01,83.0,203,{'charge_slug': '58-theft-from-building'},theft from building,286.0
866,2014-06-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
867,2014-06-01,289.0,520,{'charge_slug': '54-retail-theft'},retail theft,809.0
868,2014-06-01,2.0,49,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,51.0
869,2014-06-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
870,2014-07-01,103.0,201,{'charge_slug': '58-theft-from-building'},theft from building,304.0
871,2014-07-01,0.0,61,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,61.0
872,2014-07-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
873,2014-07-01,257.0,587,{'charge_slug': '54-retail-theft'},retail theft,844.0
874,2014-07-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
875,2014-08-01,125.0,214,{'charge_slug': '58-theft-from-building'},theft from building,339.0
876,2014-08-01,1.0,49,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,50.0
877,2014-08-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
878,2014-08-01,3.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,3.0
879,2014-08-01,262.0,555,{'charge_slug': '54-retail-theft'},retail theft,817.0
880,2014-09-01,276.0,610,{'charge_slug': '54-retail-theft'},retail theft,886.0
881,2014-09-01,121.0,203,{'charge_slug': '58-theft-from-building'},theft from building,324.0
882,2014-09-01,0.0,59,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,59.0
883,2014-09-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
884,2014-09-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
885,2014-10-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
886,2014-10-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
887,2014-10-01,282.0,523,{'charge_slug': '54-retail-theft'},retail theft,805.0
888,2014-10-01,103.0,180,{'charge_slug': '58-theft-from-building'},theft from building,283.0
889,2014-10-01,0.0,71,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,71.0
890,2014-11-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
891,2014-11-01,0.0,38,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,38.0
892,2014-11-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
893,2014-11-01,256.0,456,{'charge_slug': '54-retail-theft'},retail theft,712.0
894,2014-11-01,70.0,149,{'charge_slug': '58-theft-from-building'},theft from building,219.0
895,2014-12-01,97.0,178,{'charge_slug': '58-theft-from-building'},theft from building,275.0
896,2014-12-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
897,2014-12-01,282.0,630,{'charge_slug': '54-retail-theft'},retail theft,912.0
898,2014-12-01,0.0,55,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,55.0
899,2014-12-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
900,2015-01-01,98.0,142,{'charge_slug': '58-theft-from-building'},theft from building,240.0
901,2015-01-01,0.0,37,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,37.0
902,2015-01-01,282.0,576,{'charge_slug': '54-retail-theft'},retail theft,858.0
903,2015-01-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
904,2015-01-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
905,2015-02-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
906,2015-02-01,272.0,363,{'charge_slug': '54-retail-theft'},retail theft,635.0
907,2015-02-01,60.0,134,{'charge_slug': '58-theft-from-building'},theft from building,194.0
908,2015-02-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
909,2015-02-01,0.0,34,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,34.0
910,2015-03-01,95.0,126,{'charge_slug': '58-theft-from-building'},theft from building,221.0
911,2015-03-01,253.0,493,{'charge_slug': '54-retail-theft'},retail theft,746.0
912,2015-03-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
913,2015-03-01,0.0,28,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,28.0
914,2015-03-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
915,2015-04-01,0.0,2,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,2.0
916,2015-04-01,61.0,139,{'charge_slug': '58-theft-from-building'},theft from building,200.0
917,2015-04-01,255.0,456,{'charge_slug': '54-retail-theft'},retail theft,711.0
918,2015-04-01,0.0,36,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,36.0
919,2015-04-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
920,2015-05-01,223.0,427,{'charge_slug': '54-retail-theft'},retail theft,650.0
921,2015-05-01,0.0,39,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,39.0
922,2015-05-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
923,2015-05-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
924,2015-05-01,84.0,113,{'charge_slug': '58-theft-from-building'},theft from building,197.0
925,2015-06-01,1.0,37,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,38.0
926,2015-06-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
927,2015-06-01,0.0,3,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,3.0
928,2015-06-01,237.0,531,{'charge_slug': '54-retail-theft'},retail theft,768.0
929,2015-06-01,77.0,170,{'charge_slug': '58-theft-from-building'},theft from building,247.0
930,2015-07-01,1.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
931,2015-07-01,88.0,163,{'charge_slug': '58-theft-from-building'},theft from building,251.0
932,2015-07-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
933,2015-07-01,0.0,54,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,54.0
934,2015-07-01,258.0,538,{'charge_slug': '54-retail-theft'},retail theft,796.0
935,2015-08-01,258.0,499,{'charge_slug': '54-retail-theft'},retail theft,757.0
936,2015-08-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
937,2015-08-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
938,2015-08-01,1.0,52,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,53.0
939,2015-08-01,102.0,172,{'charge_slug': '58-theft-from-building'},theft from building,274.0
940,2015-09-01,,1,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
941,2015-09-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
942,2015-09-01,1.0,46,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,47.0
943,2015-09-01,268.0,448,{'charge_slug': '54-retail-theft'},retail theft,716.0
944,2015-09-01,81.0,158,{'charge_slug': '58-theft-from-building'},theft from building,239.0
945,2015-10-01,77.0,162,{'charge_slug': '58-theft-from-building'},theft from building,239.0
946,2015-10-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
947,2015-10-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
948,2015-10-01,247.0,570,{'charge_slug': '54-retail-theft'},retail theft,817.0
949,2015-10-01,1.0,37,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,38.0
950,2015-11-01,0.0,38,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,38.0
951,2015-11-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
952,2015-11-01,79.0,119,{'charge_slug': '58-theft-from-building'},theft from building,198.0
953,2015-11-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
954,2015-11-01,227.0,469,{'charge_slug': '54-retail-theft'},retail theft,696.0
955,2015-12-01,84.0,113,{'charge_slug': '58-theft-from-building'},theft from building,197.0
956,2015-12-01,284.0,635,{'charge_slug': '54-retail-theft'},retail theft,919.0
957,2015-12-01,1.0,32,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,33.0
958,2015-12-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
959,2015-12-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
960,2016-01-01,1.0,17,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,18.0
961,2016-01-01,236.0,524,{'charge_slug': '54-retail-theft'},retail theft,760.0
962,2016-01-01,70.0,129,{'charge_slug': '58-theft-from-building'},theft from building,199.0
963,2016-01-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
964,2016-01-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
965,2016-02-01,67.0,127,{'charge_slug': '58-theft-from-building'},theft from building,194.0
966,2016-02-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
967,2016-02-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
968,2016-02-01,256.0,506,{'charge_slug': '54-retail-theft'},retail theft,762.0
969,2016-02-01,0.0,32,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,32.0
970,2016-03-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
971,2016-03-01,0.0,28,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,28.0
972,2016-03-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
973,2016-03-01,72.0,104,{'charge_slug': '58-theft-from-building'},theft from building,176.0
974,2016-03-01,229.0,547,{'charge_slug': '54-retail-theft'},retail theft,776.0
975,2016-04-01,227.0,516,{'charge_slug': '54-retail-theft'},retail theft,743.0
976,2016-04-01,76.0,101,{'charge_slug': '58-theft-from-building'},theft from building,177.0
977,2016-04-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
978,2016-04-01,1.0,19,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,20.0
979,2016-04-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
980,2016-05-01,258.0,539,{'charge_slug': '54-retail-theft'},retail theft,797.0
981,2016-05-01,81.0,127,{'charge_slug': '58-theft-from-building'},theft from building,208.0
982,2016-05-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
983,2016-05-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
984,2016-05-01,1.0,30,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,31.0
985,2016-06-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
986,2016-06-01,74.0,135,{'charge_slug': '58-theft-from-building'},theft from building,209.0
987,2016-06-01,262.0,585,{'charge_slug': '54-retail-theft'},retail theft,847.0
988,2016-06-01,0.0,34,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,34.0
989,2016-06-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
990,2016-07-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
991,2016-07-01,77.0,116,{'charge_slug': '58-theft-from-building'},theft from building,193.0
992,2016-07-01,219.0,414,{'charge_slug': '54-retail-theft'},retail theft,633.0
993,2016-07-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
994,2016-07-01,0.0,29,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,29.0
995,2016-08-01,0.0,30,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,30.0
996,2016-08-01,0.0,3,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,3.0
997,2016-08-01,219.0,561,{'charge_slug': '54-retail-theft'},retail theft,780.0
998,2016-08-01,84.0,165,{'charge_slug': '58-theft-from-building'},theft from building,249.0
999,2016-08-01,,1,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1000,2016-09-01,220.0,508,{'charge_slug': '54-retail-theft'},retail theft,728.0
1001,2016-09-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1002,2016-09-01,85.0,123,{'charge_slug': '58-theft-from-building'},theft from building,208.0
1003,2016-09-01,0.0,21,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,21.0
1004,2016-09-01,1.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
1005,2016-10-01,220.0,523,{'charge_slug': '54-retail-theft'},retail theft,743.0
1006,2016-10-01,81.0,148,{'charge_slug': '58-theft-from-building'},theft from building,229.0
1007,2016-10-01,2.0,32,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,34.0
1008,2016-10-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1009,2016-10-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1010,2016-11-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
1011,2016-11-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1012,2016-11-01,200.0,575,{'charge_slug': '54-retail-theft'},retail theft,775.0
1013,2016-11-01,0.0,21,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,21.0
1014,2016-11-01,68.0,139,{'charge_slug': '58-theft-from-building'},theft from building,207.0
1015,2016-12-01,172.0,719,{'charge_slug': '54-retail-theft'},retail theft,891.0
1016,2016-12-01,0.0,15,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,15.0
1017,2016-12-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1018,2016-12-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1019,2016-12-01,79.0,148,{'charge_slug': '58-theft-from-building'},theft from building,227.0
1020,2017-01-01,77.0,689,{'charge_slug': '54-retail-theft'},retail theft,766.0
1021,2017-01-01,0.0,27,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,27.0
1022,2017-01-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1023,2017-01-01,67.0,132,{'charge_slug': '58-theft-from-building'},theft from building,199.0
1024,2017-01-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1025,2017-02-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1026,2017-02-01,0.0,14,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,14.0
1027,2017-02-01,97.0,526,{'charge_slug': '54-retail-theft'},retail theft,623.0
1028,2017-02-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1029,2017-02-01,66.0,120,{'charge_slug': '58-theft-from-building'},theft from building,186.0
1030,2017-03-01,1.0,11,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,12.0
1031,2017-03-01,71.0,125,{'charge_slug': '58-theft-from-building'},theft from building,196.0
1032,2017-03-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1033,2017-03-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
1034,2017-03-01,78.0,631,{'charge_slug': '54-retail-theft'},retail theft,709.0
1035,2017-04-01,62.0,105,{'charge_slug': '58-theft-from-building'},theft from building,167.0
1036,2017-04-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1037,2017-04-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1038,2017-04-01,78.0,585,{'charge_slug': '54-retail-theft'},retail theft,663.0
1039,2017-04-01,0.0,17,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,17.0
1040,2017-05-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1041,2017-05-01,0.0,22,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,22.0
1042,2017-05-01,66.0,672,{'charge_slug': '54-retail-theft'},retail theft,738.0
1043,2017-05-01,55.0,121,{'charge_slug': '58-theft-from-building'},theft from building,176.0
1044,2017-05-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1045,2017-06-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1046,2017-06-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1047,2017-06-01,56.0,686,{'charge_slug': '54-retail-theft'},retail theft,742.0
1048,2017-06-01,76.0,133,{'charge_slug': '58-theft-from-building'},theft from building,209.0
1049,2017-06-01,1.0,34,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,35.0
1050,2017-07-01,64.0,140,{'charge_slug': '58-theft-from-building'},theft from building,204.0
1051,2017-07-01,0.0,23,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,23.0
1052,2017-07-01,80.0,640,{'charge_slug': '54-retail-theft'},retail theft,720.0
1053,2017-07-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
1054,2017-07-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1055,2017-08-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1056,2017-08-01,74.0,179,{'charge_slug': '58-theft-from-building'},theft from building,253.0
1057,2017-08-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1058,2017-08-01,62.0,725,{'charge_slug': '54-retail-theft'},retail theft,787.0
1059,2017-08-01,1.0,36,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,37.0
1060,2017-09-01,0.0,22,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,22.0
1061,2017-09-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1062,2017-09-01,62.0,667,{'charge_slug': '54-retail-theft'},retail theft,729.0
1063,2017-09-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1064,2017-09-01,55.0,125,{'charge_slug': '58-theft-from-building'},theft from building,180.0
1065,2017-10-01,86.0,110,{'charge_slug': '58-theft-from-building'},theft from building,196.0
1066,2017-10-01,51.0,617,{'charge_slug': '54-retail-theft'},retail theft,668.0
1067,2017-10-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1068,2017-10-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1069,2017-10-01,0.0,25,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,25.0
1070,2017-11-01,0.0,22,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,22.0
1071,2017-11-01,60.0,659,{'charge_slug': '54-retail-theft'},retail theft,719.0
1072,2017-11-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1073,2017-11-01,64.0,142,{'charge_slug': '58-theft-from-building'},theft from building,206.0
1074,2017-11-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1075,2017-12-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1076,2017-12-01,62.0,133,{'charge_slug': '58-theft-from-building'},theft from building,195.0
1077,2017-12-01,0.0,24,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,24.0
1078,2017-12-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1079,2017-12-01,58.0,649,{'charge_slug': '54-retail-theft'},retail theft,707.0
1080,2018-01-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1081,2018-01-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1082,2018-01-01,51.0,117,{'charge_slug': '58-theft-from-building'},theft from building,168.0
1083,2018-01-01,0.0,29,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,29.0
1084,2018-01-01,83.0,759,{'charge_slug': '54-retail-theft'},retail theft,842.0
1085,2018-02-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1086,2018-02-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1087,2018-02-01,66.0,88,{'charge_slug': '58-theft-from-building'},theft from building,154.0
1088,2018-02-01,60.0,593,{'charge_slug': '54-retail-theft'},retail theft,653.0
1089,2018-02-01,0.0,20,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,20.0
1090,2018-03-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1091,2018-03-01,0.0,21,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,21.0
1092,2018-03-01,0.0,8,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,8.0
1093,2018-03-01,80.0,669,{'charge_slug': '54-retail-theft'},retail theft,749.0
1094,2018-03-01,53.0,128,{'charge_slug': '58-theft-from-building'},theft from building,181.0
1095,2018-04-01,62.0,110,{'charge_slug': '58-theft-from-building'},theft from building,172.0
1096,2018-04-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1097,2018-04-01,0.0,16,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,16.0
1098,2018-04-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1099,2018-04-01,90.0,616,{'charge_slug': '54-retail-theft'},retail theft,706.0
1100,2018-05-01,75.0,668,{'charge_slug': '54-retail-theft'},retail theft,743.0
1101,2018-05-01,50.0,122,{'charge_slug': '58-theft-from-building'},theft from building,172.0
1102,2018-05-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1103,2018-05-01,0.0,16,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,16.0
1104,2018-05-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1105,2018-06-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1106,2018-06-01,0.0,27,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,27.0
1107,2018-06-01,62.0,131,{'charge_slug': '58-theft-from-building'},theft from building,193.0
1108,2018-06-01,72.0,622,{'charge_slug': '54-retail-theft'},retail theft,694.0
1109,2018-06-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1110,2018-07-01,49.0,655,{'charge_slug': '54-retail-theft'},retail theft,704.0
1111,2018-07-01,55.0,135,{'charge_slug': '58-theft-from-building'},theft from building,190.0
1112,2018-07-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1113,2018-07-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
1114,2018-07-01,0.0,69,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,69.0
1115,2018-08-01,66.0,116,{'charge_slug': '58-theft-from-building'},theft from building,182.0
1116,2018-08-01,0.0,90,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,90.0
1117,2018-08-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
1118,2018-08-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
1119,2018-08-01,87.0,652,{'charge_slug': '54-retail-theft'},retail theft,739.0
1120,2018-09-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
